transaction_id,transaction_date,customer_name,customer_city,product_category,product_name,unit_price,quantity,total_amount,payment_method,delivery_status,merchant_name
TRX-12064,10/05/2025,dewi lestari,denpasar,Kecantikan,Laptop Asus,2576297,1,2576297.0,Transfer,Delivered,PowerCell
TRX-12065,05/08/2025,ahmad fauzi,Jak,Electronic,Laptop Asus,8141363,2,16282726.0,COD,Delivered,BeautyHub
TRX-12066,2025-07-04,Dewi Lestari,Yogyakarta,Olahragas,Smartwatch,978864,100,97886400.0,Kartu Kredit,pending,TrendShop
TRX-12067,2025/06/23,NANDA PRATAMA,Ban,,Powerbank 10K,6558526,100,655852600.0,Transfer,delivered,BeautyHub
TRX-12068,20/04/2025,DEWI LESTARI,Den,Rumah Tangga,Powerbank 10K,9370383,10,93703830.0,Transfer,Canceled,SportMax
TRX-12069,10-04-2025,Nanda Pratama,Meden,Rumah Tanggas,Laptop Asus,6485389,0,0.0,,Pending,BeautyHub
TRX-12070,03-05-2025,Ahmad Fauzi,Surabaya,Fashion,Smartwatch,1298749,1,1298749.0,Card,Canceled,GadgetMart
TRX-12071,2025/07/08,ANDI SAPUTRA,Sur,rumah tangga,Powerbank 10K,2146419,1,2146419.0,E-Wallet,pending,GadgetMart
TRX-12072,13-03-2025,siti aminah,denpasar,Electronic,Vacuum Cleaner,594344,5,2971720.0,,delivered,SportMax
TRX-12073,22/03/2025,ahmad fauzi,Ban,Rumah Tangga,Kaos Polos,8487247,100,848724700.0,Kartu Kredit,Pending,BeautyHub
TRX-12074,13/05/2025,Siti Aminah,Den,Elektronik,Powerbank 10K,1930164,2,3860328.0,Card,pending,GadgetMart
TRX-12075,13/08/2025,dewi lestari,Bendung,Fashion,Powerbank 10K,160957,10,1609570.0,Transfer,Pending,SportMax
TRX-12076,05/06/2025,rudi hartono,Jak,olahraga,Headphone JBL,4904487,2,9808974.0,Ewallet,pending,HomeEssence
TRX-12077,26-04-2025,Mega Putri,Denpeser,elektronik,Vacuum Cleaner,9244625,15,138669375.0,E-Wallet,Canceled,SportMax
TRX-12078,2025-05-01,ahmad fauzi,bandung,Elektroniks,Lipstik Wardah,1245344,0,0.0,Transfer,pending,TrendShop
TRX-12079,2025-06-25,ANDI SAPUTRA,Denpasar,olahraga,Laptop Asus,466561,10,4665610.0,COD,delivered,BeautyHub
TRX-12080,24/05/2025,Siti Aminah,Surebeye,Elektronik,Laptop Asus,7206406,10,72064060.0,Transfer,pending,TechZone
TRX-12081,13-05-2025,ANDI SAPUTRA,Bendung,Makanan,Sepatu Nike,6981344,1,6981344.0,Kartu Kredit,Delivered,HomeEssence
TRX-12082,11-04-2025,andi saputra,medan,Macanan,Laptop Asus,9356607,1,9356607.0,Card,Canceled,TechZone
TRX-12083,2025-06-09,Ahmad Fauzi,medan,Fashion,Vacuum Cleaner,7423356,1,9844575.284829348,Card,Pending,SportMax
TRX-12084,17/03/2025,Budi Santoso,denpasar,Aksesoriss,Kaos Polos,4295576,0,0.0,Ewallet,Canceled,PowerCell
TRX-12085,2025-08-04,mega putri,bandung,Rumah Tangga,Vacuum Cleaner,8675146,1,8675146.0,E-Wallet,Delivered,HomeEssence
TRX-12086,28/06/2025,Nanda Pratama,Meden,Rumah Tanggas,Sepatu Nike,3659134,15,54887010.0,Kartu Kredit,Delivered,GadgetMart
TRX-12087,18/05/2025,DEWI LESTARI,surabaya,,Lipstik Wardah,877150,2,1754300.0,Transfer,Returned,PowerCell
TRX-12088,2025/03/19,BUDI SANTOSO,,Elektronik,Smartwatch,5082793,1,5082793.0,Ewallet,Pending,TrendShop
TRX-12089,2025/03/26,Siti Aminah,Ban,olahraga,Smartwatch,8189480,100,818948000.0,E-Wallet,Delivered,SportMax
TRX-12090,01-08-2025,Siti Aminah,Sur,Macanan,Laptop Asus,188925,0,0.0,Kartu Kredit,delivered,PowerCell
TRX-12091,21-05-2025,Andi Saputra,Sur,Acsesoris,Laptop Asus,5462319,2,10924638.0,COD,Returned,BeautyHub
TRX-12092,2025-07-09,DEWI LESTARI,medan,Fashions,Lipstik Wardah,425233,0,0.0,Transfer,delivered,PowerCell
TRX-12093,11/04/2025,AHMAD FAUZI,Surebeye,Rumah Tangga,Powerbank 10K,2007792,0,0.0,COD,Canceled,SportMax
TRX-12094,2025-05-02,ANDI SAPUTRA,denpasar,Makanan,Lipstik Wardah,481978,0,0.0,Transfer,Canceled,GadgetMart
TRX-12095,24-04-2025,budi santoso,Bendung,Olahraga,Lipstik Wardah,3941865,1,3941865.0,Transfer,Returned,HomeEssence
TRX-12096,21-04-2025,BUDI SANTOSO,Denpeser,Acsesoris,Vacuum Cleaner,9592499,2,19184998.0,Kartu Kredit,Returned,TrendShop
TRX-12097,26-06-2025,rudi hartono,Makassar,,Kaos Polos,9140822,1,9140822.0,Ewallet,pending,BeautyHub
TRX-12098,2025-07-22,Andi Saputra,Meden,rumah tangga,Kaos Polos,8664295,3,26435366.90191313,,Delivered,HomeEssence
TRX-12099,01-05-2025,Mega Putri,surabaya,Kecantikans,Vacuum Cleaner,2811856,0,0.0,COD,pending,TrendShop
TRX-12100,25-03-2025,dewi lestari,makassar,Fashion,Vacuum Cleaner,79813,100,7981300.0,Kartu Kredit,pending,TrendShop
TRX-12101,2025-08-04,mega putri,Yogyakarta,olahraga,Powerbank 10K,6551211,3,19653633.0,Kartu Kredit,Returned,SportMax
TRX-12102,22-07-2025,Dewi Lestari,Makassar,Aksesoriss,Vacuum Cleaner,6696854,15,100452810.0,Ewallet,Canceled,HomeEssence
TRX-12103,2025-05-17,mega putri,denpasar,Olahragas,Laptop Asus,4084649,5,20423245.0,COD,pending,BeautyHub
TRX-12104,08-08-2025,Mega Putri,Yog,Acsesoris,Headphone JBL,9208956,1,9208956.0,,Canceled,BeautyHub
TRX-12105,02/05/2025,Siti Aminah,Yogyekerte,Electronic,Vacuum Cleaner,2871058,1,2871058.0,Transfer,delivered,SportMax
TRX-12106,07-05-2025,Nanda Pratama,,fashion,Headphone JBL,1258060,100,125806000.0,Kartu Kredit,Pending,BeautyHub
TRX-12107,2025-03-02,Nanda Pratama,denpasar,Aksesoris,Powerbank 10K,5735645,0,0.0,Ewallet,Pending,GadgetMart
TRX-12108,2025/07/18,Rudi Hartono,Medan,Makanan,Vacuum Cleaner,5051945,0,0.0,E-Wallet,,PowerCell
TRX-12109,13/03/2025,MEGA PUTRI,surabaya,elektronik,Laptop Asus,4788637,10,47886370.0,Transfer,pending,SportMax
TRX-12110,04/07/2025,ahmad fauzi,Yogyakarta,Electronic,Sepatu Nike,6122929,100,612292900.0,Ewallet,Returned,GadgetMart
TRX-12111,2025-07-27,MEGA PUTRI,Bandung,,Smartwatch,4101939,10,41019390.0,E-Wallet,Canceled,BeautyHub
TRX-12112,05/05/2025,Dewi Lestari,Mak,rumah tangga,Headphone JBL,3148056,5,15740280.0,Card,pending,SportMax
TRX-12113,2025-05-18,NANDA PRATAMA,Makassar,Makanans,Headphone JBL,7049244,5,35246220.0,Kartu Kredit,pending,PowerCell
TRX-12114,20/05/2025,budi santoso,Yogyakarta,Elektroniks,Lipstik Wardah,7134335,1,7134335.0,Ewallet,pending,HomeEssence
TRX-12115,23/05/2025,budi santoso,jakarta,Makanan,Kaos Polos,6473827,1,6473827.0,Ewallet,Pending,GadgetMart
TRX-12116,2025/03/12,andi saputra,jakarta,Elektronik,Kaos Polos,7123575,1,7123575.0,Kartu Kredit,Pending,BeautyHub
TRX-12117,08/06/2025,MEGA PUTRI,Ban,Acsesoris,Sepatu Nike,1434525,1,1434525.0,Transfer,pending,SportMax
TRX-12118,2025-08-09,Nanda Pratama,Mak,olahraga,Smartwatch,166220,3,498660.0,Transfer,Delivered,GadgetMart
TRX-12119,2025-06-08,MEGA PUTRI,Yogyakarta,Rumah Tanggas,Kaos Polos,9471077,1,9471077.0,Kartu Kredit,Returned,GadgetMart
TRX-12120,12/03/2025,ANDI SAPUTRA,jakarta,,Laptop Asus,9769987,3,29309961.0,Kartu Kredit,Delivered,HomeEssence
TRX-12121,25/06/2025,Mega Putri,Yog,Kecantican,Laptop Asus,1467191,5,7335955.0,Ewallet,Returned,HomeEssence
TRX-12122,17/04/2025,dewi lestari,Mekesser,Elektronik,Powerbank 10K,8159074,3,30507887.39803896,Card,,TrendShop
TRX-12123,2025/05/23,SITI AMINAH,surabaya,Makanan,Kaos Polos,9485754,2,18971508.0,COD,Pending,GadgetMart
TRX-12124,2025/04/17,Rudi Hartono,Ban,Olahragas,Vacuum Cleaner,2731478,2,5462956.0,Card,Delivered,TrendShop
TRX-12125,11-03-2025,Nanda Pratama,Ban,Fashions,Sepatu Nike,2982878,1,2982878.0,Card,Canceled,TechZone
TRX-12126,2025/06/30,Ahmad Fauzi,Yogyekerte,Kecantikan,Smartwatch,6864276,5,34321380.0,E-Wallet,pending,TechZone
TRX-12127,06/04/2025,MEGA PUTRI,surabaya,Electronic,Smartwatch,8292184,1,8292184.0,COD,,PowerCell
TRX-12128,2025/06/01,mega putri,bandung,fashion,Vacuum Cleaner,5708565,0,0.0,Kartu Kredit,delivered,SportMax
TRX-12129,01-08-2025,DEWI LESTARI,jakarta,Kecantican,Smartwatch,8306327,2,16612654.0,Card,Pending,TrendShop
TRX-12130,2025-06-29,Dewi Lestari,Mekesser,fashion,Vacuum Cleaner,4993114,3,14979342.0,COD,Delivered,GadgetMart
TRX-12131,11-05-2025,Mega Putri,Meden,fashion,Sepatu Nike,2035404,1,2035404.0,Ewallet,delivered,HomeEssence
TRX-12132,27/06/2025,Rudi Hartono,Surebeye,Aksesoriss,Smartwatch,2176861,100,217686100.0,Kartu Kredit,delivered,TrendShop
TRX-12133,2025/07/18,Mega Putri,,Fashion,Powerbank 10K,6339189,5,45880739.887574896,E-Wallet,,SportMax
TRX-12134,03/04/2025,budi santoso,bandung,Aksesoris,Powerbank 10K,8835064,100,883506400.0,Kartu Kredit,Delivered,TechZone
TRX-12135,2025-06-30,budi santoso,Surabaya,Rumah Tanggas,Vacuum Cleaner,948704,1,948704.0,Ewallet,pending,HomeEssence
TRX-12136,2025-06-23,DEWI LESTARI,yogyakarta,Aksesoris,Lipstik Wardah,7803472,5,39017360.0,Ewallet,Delivered,TrendShop
TRX-12137,2025/03/04,Budi Santoso,Bendung,kecantikan,Smartwatch,9468124,1,9468124.0,Ewallet,,BeautyHub
TRX-12138,14-06-2025,AHMAD FAUZI,Med,fashion,Lipstik Wardah,3659684,3,10979052.0,E-Wallet,delivered,HomeEssence
TRX-12139,29/06/2025,ANDI SAPUTRA,bandung,kecantikan,Headphone JBL,4640723,1,4640723.0,Kartu Kredit,Returned,GadgetMart
TRX-12140,2025-03-19,DEWI LESTARI,Mekesser,Fashion,Sepatu Nike,3179985,0,0.0,COD,Delivered,TechZone
TRX-12141,13-05-2025,Ahmad Fauzi,Yogyakarta,Makanans,Vacuum Cleaner,8095409,3,24286227.0,Ewallet,Returned,BeautyHub
TRX-12142,2025/07/14,Nanda Pratama,Den,Aksesoris,Lipstik Wardah,1168844,1,1168844.0,E-Wallet,Returned,PowerCell
TRX-12143,2025-03-11,siti aminah,Bandung,rumah tangga,Smartwatch,9867534,15,148013010.0,E-Wallet,Returned,TechZone
TRX-12144,2025-07-05,andi saputra,Meden,fashion,Kaos Polos,6512280,1,6512280.0,E-Wallet,Delivered,TrendShop
TRX-12145,08-03-2025,BUDI SANTOSO,denpasar,elektronik,Sepatu Nike,9896521,2,19793042.0,Card,delivered,BeautyHub
TRX-12146,2025-03-10,RUDI HARTONO,medan,Fashions,Headphone JBL,2831652,1,2831652.0,Card,Pending,SportMax
TRX-12147,2025/06/20,dewi lestari,Denpeser,Kecantikan,Lipstik Wardah,9426775,1,9426775.0,Transfer,Returned,HomeEssence
TRX-12148,14-06-2025,Siti Aminah,Surabaya,Elektroniks,Vacuum Cleaner,8886621,3,26659863.0,Ewallet,Delivered,SportMax
TRX-12149,25-05-2025,ANDI SAPUTRA,Mak,Elektroniks,Laptop Asus,592955,1,592955.0,COD,delivered,BeautyHub
TRX-12150,2025/08/14,budi santoso,Surebeye,Fashion,Headphone JBL,3357735,5,16788675.0,Transfer,delivered,SportMax
TRX-12151,2025/07/13,andi saputra,Surabaya,Rumah Tangga,Sepatu Nike,8811753,3,26435259.0,Kartu Kredit,Canceled,PowerCell
TRX-12152,07-04-2025,Ahmad Fauzi,Makassar,Makanan,Smartwatch,6735941,3,20207823.0,Transfer,Delivered,PowerCell
TRX-12153,2025-04-13,Rudi Hartono,Yog,Kecantican,Kaos Polos,2841241,5,14206205.0,Transfer,Pending,BeautyHub
TRX-12154,30/06/2025,Siti Aminah,Denpasar,rumah tangga,Vacuum Cleaner,8784352,1,8784352.0,COD,pending,HomeEssence
TRX-12155,2025-04-07,RUDI HARTONO,Surebeye,Rumah Tangga,Headphone JBL,2811623,1,2811623.0,Ewallet,delivered,TechZone
TRX-12156,10/03/2025,mega putri,Ban,Elektroniks,Lipstik Wardah,3833799,10,38337990.0,Card,delivered,TrendShop
TRX-12157,27/07/2025,rudi hartono,Yogyekerte,fashion,Headphone JBL,3936932,15,59053980.0,Ewallet,Returned,PowerCell
TRX-12158,2025/07/04,ANDI SAPUTRA,Makassar,Aksesoriss,Smartwatch,2386806,10,29115077.13900844,Ewallet,delivered,GadgetMart
TRX-12159,2025-04-02,Siti Aminah,Yogyakarta,Olahraga,Lipstik Wardah,7567201,10,75672010.0,Transfer,Delivered,TrendShop
TRX-12160,26/04/2025,mega putri,Jakarta,Kecantican,Sepatu Nike,6642863,100,664286300.0,E-Wallet,Pending,SportMax
TRX-12161,27-03-2025,Rudi Hartono,Yogyakarta,Elektroniks,Headphone JBL,6265241,15,93978615.0,Kartu Kredit,pending,HomeEssence
TRX-12162,27/08/2025,Siti Aminah,surabaya,Olahragas,Headphone JBL,3111481,100,311148100.0,E-Wallet,Canceled,HomeEssence
TRX-12163,2025/03/25,dewi lestari,Yogyakarta,aksesoris,Laptop Asus,8738458,5,54646603.59025667,E-Wallet,Returned,HomeEssence
TRX-12164,2025-04-26,AHMAD FAUZI,Ban,Makanans,Vacuum Cleaner,8479747,10,84797470.0,COD,Returned,TrendShop
TRX-12165,04/07/2025,AHMAD FAUZI,Denpeser,Electronic,Laptop Asus,353446,5,1767230.0,COD,pending,GadgetMart
TRX-12166,2025-04-02,Dewi Lestari,Ban,Makanans,Headphone JBL,1095716,1,1095716.0,Kartu Kredit,delivered,GadgetMart
TRX-12167,2025-03-18,Ahmad Fauzi,medan,Elektroniks,Vacuum Cleaner,3743793,1,3743793.0,Transfer,Canceled,TechZone
TRX-12168,04/04/2025,BUDI SANTOSO,Yogyekerte,Kecantikan,Kaos Polos,6165762,1,4416878.160605541,Transfer,delivered,TechZone
TRX-12169,24/07/2025,ANDI SAPUTRA,Bandung,Fashion,Powerbank 10K,1748413,10,13328018.030875346,COD,pending,TrendShop
TRX-12170,11-05-2025,AHMAD FAUZI,Med,Fashion,Powerbank 10K,5010124,2,10020248.0,Transfer,Delivered,BeautyHub
TRX-12171,16-07-2025,Andi Saputra,Denpeser,,Lipstik Wardah,8201382,1,8201382.0,E-Wallet,Canceled,HomeEssence
TRX-12172,24/08/2025,andi saputra,Sur,Rumah Tangga,Sepatu Nike,6194138,1,6194138.0,Transfer,Delivered,BeautyHub
TRX-12173,2025-08-11,BUDI SANTOSO,Mekesser,Kecantican,Laptop Asus,4356080,10,43560800.0,E-Wallet,Canceled,GadgetMart
TRX-12174,28-05-2025,Siti Aminah,Mak,Fashion,Smartwatch,262803,100,26280300.0,Transfer,Canceled,HomeEssence
TRX-12175,25-07-2025,Mega Putri,Bendung,Elektroniks,Powerbank 10K,6839329,2,13678658.0,Kartu Kredit,Delivered,GadgetMart
TRX-12176,2025-06-02,dewi lestari,denpasar,Aksesoriss,Vacuum Cleaner,6701154,100,466896426.20598084,Transfer,Canceled,BeautyHub
TRX-12177,2025/03/23,Andi Saputra,surabaya,Rumah Tangga,Kaos Polos,2920581,0,0.0,Card,pending,HomeEssence
TRX-12178,2025-07-18,mega putri,Denpasar,Kecantikans,Headphone JBL,5064049,2,10128098.0,Kartu Kredit,delivered,TechZone
TRX-12179,2025/07/14,Siti Aminah,Sur,elektronik,Laptop Asus,211297,15,3169455.0,E-Wallet,Returned,BeautyHub
TRX-12180,2025/06/20,ANDI SAPUTRA,Med,Rumah Tangga,Laptop Asus,4293460,100,563151890.0703237,Card,Returned,BeautyHub
TRX-12181,2025-08-05,AHMAD FAUZI,Medan,Olahraga,Vacuum Cleaner,5976069,1,5976069.0,Card,Canceled,SportMax
TRX-12182,29-03-2025,rudi hartono,Surebeye,elektronik,Laptop Asus,6789202,100,678920200.0,Card,delivered,GadgetMart
TRX-12183,2025/06/12,nanda pratama,Makassar,Kecantikans,Headphone JBL,2731722,100,273172200.0,COD,pending,HomeEssence
TRX-12184,15-05-2025,NANDA PRATAMA,Jak,Fashion,Kaos Polos,1781530,1,1781530.0,COD,Delivered,BeautyHub
TRX-12185,2025/05/16,mega putri,bandung,fashion,Smartwatch,5602612,3,16807836.0,Card,Pending,TrendShop
TRX-12186,02-03-2025,dewi lestari,jakarta,aksesoris,Sepatu Nike,6262695,5,31313475.0,COD,,SportMax
TRX-12187,15-08-2025,MEGA PUTRI,,kecantikan,Smartwatch,418893,15,6283395.0,COD,,HomeEssence
TRX-12188,01/04/2025,RUDI HARTONO,Mak,rumah tangga,Headphone JBL,1928798,2,3857596.0,Card,Pending,TechZone
TRX-12189,2025-07-19,DEWI LESTARI,Jakarta,makanan,Laptop Asus,1104212,100,110421200.0,COD,delivered,PowerCell
TRX-12190,2025/04/21,Siti Aminah,,Rumah Tangga,Powerbank 10K,8722424,2,17444848.0,Transfer,pending,GadgetMart
TRX-12191,2025/06/18,Ahmad Fauzi,Sur,Rumah Tangga,Powerbank 10K,4765697,100,476569700.0,Transfer,Returned,PowerCell
TRX-12192,05-07-2025,Budi Santoso,makassar,Elektronik,Headphone JBL,7719510,10,77195100.0,Kartu Kredit,Canceled,TrendShop
TRX-12193,03/08/2025,Siti Aminah,Denpeser,rumah tangga,Powerbank 10K,2700527,1,2700527.0,Kartu Kredit,Returned,TrendShop
TRX-12194,21/07/2025,budi santoso,Yogyakarta,Makanans,Lipstik Wardah,1987135,1,1987135.0,Transfer,Returned,TechZone
TRX-12195,24/05/2025,Ahmad Fauzi,Bendung,Aksesoris,Sepatu Nike,8236565,0,0.0,COD,,BeautyHub
TRX-12196,2025/07/10,SITI AMINAH,,Rumah Tangga,Smartwatch,2122171,100,212217100.0,E-Wallet,pending,TechZone
TRX-12197,12/08/2025,nanda pratama,Jekerte,,Powerbank 10K,8431660,2,16863320.0,,Pending,PowerCell
TRX-12198,2025-08-15,Mega Putri,Jakarta,Fashions,Laptop Asus,6264294,1,6264294.0,,Canceled,HomeEssence
TRX-12199,12-06-2025,dewi lestari,Yogyakarta,Kecantikans,Lipstik Wardah,6397572,100,639757200.0,Kartu Kredit,pending,BeautyHub
TRX-12200,31/07/2025,BUDI SANTOSO,Bendung,Rumah Tangga,Kaos Polos,4193403,100,419340300.0,Card,delivered,GadgetMart
TRX-12201,2025-06-09,ahmad fauzi,Jak,olahraga,Powerbank 10K,4465743,0,0.0,Kartu Kredit,Canceled,TrendShop
TRX-12202,09/03/2025,SITI AMINAH,Ban,Makanan,Powerbank 10K,3003028,3,9009084.0,Card,delivered,BeautyHub
TRX-12203,2025-03-28,budi santoso,Mak,Olahraga,Laptop Asus,6238343,1,6238343.0,Transfer,pending,TechZone
TRX-12204,18/06/2025,nanda pratama,yogyakarta,fashion,Lipstik Wardah,6163100,5,30815500.0,E-Wallet,Pending,SportMax
TRX-12205,14/06/2025,ahmad fauzi,Yogyekerte,Rumah Tanggas,Kaos Polos,3640511,100,364051100.0,Ewallet,delivered,TrendShop
TRX-12206,17/05/2025,rudi hartono,Mekesser,Electronic,Lipstik Wardah,6807450,100,695827956.8164458,Kartu Kredit,pending,TechZone
TRX-12207,13/08/2025,DEWI LESTARI,Yog,Macanan,Smartwatch,9195155,2,18390310.0,Ewallet,delivered,BeautyHub
TRX-12208,2025/04/02,Mega Putri,Den,Olahragas,Smartwatch,1389462,10,13894620.0,Ewallet,Returned,TrendShop
TRX-12209,13/06/2025,ANDI SAPUTRA,Denpeser,fashion,Vacuum Cleaner,7737268,1,7737268.0,Transfer,delivered,TechZone
TRX-12210,13/05/2025,Mega Putri,Meden,Fashion,Kaos Polos,5208570,15,78128550.0,E-Wallet,Canceled,HomeEssence
TRX-12211,21-07-2025,mega putri,Surebeye,Rumah Tanggas,Sepatu Nike,1187317,2,2374634.0,E-Wallet,Returned,PowerCell
TRX-12212,2025-05-22,siti aminah,Meden,Kecantikan,Headphone JBL,349189,1,357490.931956036,E-Wallet,delivered,SportMax
TRX-12213,10-03-2025,siti aminah,Yogyakarta,Kecantikan,Vacuum Cleaner,6186821,1,6186821.0,E-Wallet,Canceled,TechZone
TRX-12214,03/06/2025,siti aminah,Den,Kecantikan,Smartwatch,9294561,10,92945610.0,Transfer,Pending,SportMax
TRX-12215,05/04/2025,RUDI HARTONO,Meden,elektronik,Sepatu Nike,286824,5,1434120.0,Transfer,pending,TechZone
TRX-12216,06-06-2025,Andi Saputra,,Electronic,Lipstik Wardah,4598003,2,9196006.0,COD,delivered,HomeEssence
TRX-12217,09-03-2025,Andi Saputra,Jak,Rumah Tangga,Laptop Asus,4216289,1,4674655.8055248065,E-Wallet,pending,TechZone
TRX-12218,02/05/2025,DEWI LESTARI,Makassar,Olahragas,Kaos Polos,5388744,5,26943720.0,Kartu Kredit,delivered,GadgetMart
TRX-12219,13-06-2025,siti aminah,surabaya,Olahraga,Kaos Polos,4113068,15,61696020.0,Kartu Kredit,delivered,PowerCell
TRX-12220,2025-08-20,dewi lestari,Jekerte,Fashion,Vacuum Cleaner,1582337,100,158233700.0,Kartu Kredit,Canceled,BeautyHub
TRX-12221,2025-05-19,ahmad fauzi,,Olahraga,Headphone JBL,829105,100,82910500.0,Ewallet,pending,SportMax
TRX-12222,2025-03-01,SITI AMINAH,Medan,Fashion,Lipstik Wardah,270326,100,27032600.0,Transfer,Pending,TechZone
TRX-12223,2025/03/17,siti aminah,,Olahraga,Smartwatch,6687935,10,66879350.0,E-Wallet,Pending,TechZone
TRX-12224,10/08/2025,BUDI SANTOSO,Yogyekerte,Rumah Tanggas,Smartwatch,6625273,3,19875819.0,Kartu Kredit,,PowerCell
TRX-12225,2025/08/14,BUDI SANTOSO,Surabaya,,Lipstik Wardah,4497321,0,0.0,Card,delivered,HomeEssence
TRX-12226,07/04/2025,Rudi Hartono,makassar,Acsesoris,Vacuum Cleaner,5916645,1,5916645.0,E-Wallet,Delivered,BeautyHub
TRX-12227,24-08-2025,Siti Aminah,yogyakarta,Fashions,Headphone JBL,4619146,15,69287190.0,E-Wallet,pending,BeautyHub
TRX-12228,07-05-2025,Dewi Lestari,Meden,Aksesoriss,Lipstik Wardah,3189782,5,15948910.0,COD,,SportMax
TRX-12229,08-07-2025,RUDI HARTONO,Jekerte,makanan,Laptop Asus,1700224,10,17002240.0,,pending,TechZone
TRX-12230,2025/07/04,BUDI SANTOSO,Denpasar,makanan,Lipstik Wardah,634942,10,6349420.0,Kartu Kredit,Canceled,SportMax
TRX-12231,2025/04/17,dewi lestari,Makassar,makanan,Laptop Asus,8405425,5,42027125.0,Card,Pending,TrendShop
TRX-12232,24-08-2025,budi santoso,Makassar,fashion,Laptop Asus,1531177,15,22967655.0,Ewallet,Delivered,TechZone
TRX-12233,19-06-2025,ahmad fauzi,Denpeser,Electronic,Smartwatch,4710110,1,4710110.0,Ewallet,,HomeEssence
TRX-12234,2025/08/05,BUDI SANTOSO,Denpeser,Makanans,Sepatu Nike,8048883,1,8048883.0,Ewallet,delivered,TechZone
TRX-12235,2025-06-21,NANDA PRATAMA,Bendung,,Sepatu Nike,5168805,1,5168805.0,E-Wallet,Returned,BeautyHub
TRX-12236,2025-07-02,dewi lestari,Mekesser,Fashions,Laptop Asus,7677339,5,38386695.0,Ewallet,delivered,GadgetMart
TRX-12237,25-04-2025,RUDI HARTONO,jakarta,Elektroniks,Vacuum Cleaner,1400339,100,103316357.119544,Kartu Kredit,pending,TechZone
TRX-12238,26/05/2025,BUDI SANTOSO,Denpasar,Rumah Tangga,Kaos Polos,9490501,2,18981002.0,Ewallet,Delivered,TrendShop
TRX-12239,23-05-2025,BUDI SANTOSO,denpasar,Aksesoris,Smartwatch,3900404,2,7034690.382156524,Card,delivered,TechZone
TRX-12240,2025-07-23,andi saputra,makassar,Fashions,Powerbank 10K,2871105,2,5742210.0,COD,Returned,BeautyHub
TRX-12241,16/05/2025,rudi hartono,Yogyekerte,Rumah Tangga,Smartwatch,976109,1,976109.0,COD,pending,PowerCell
TRX-12242,2025-05-01,mega putri,Surebeye,Olahragas,Laptop Asus,6368499,1,6368499.0,COD,,PowerCell
TRX-12243,21-04-2025,andi saputra,medan,Rumah Tangga,Powerbank 10K,2646882,5,13234410.0,,Pending,TechZone
TRX-12244,2025/08/19,ahmad fauzi,,Rumah Tangga,Smartwatch,4700100,1,4700100.0,Transfer,Canceled,TrendShop
TRX-12245,2025-04-03,NANDA PRATAMA,makassar,Olahraga,Lipstik Wardah,1047057,2,2094114.0,E-Wallet,Canceled,BeautyHub
TRX-12246,24/04/2025,Budi Santoso,,Kecantikans,Headphone JBL,3724153,15,55862295.0,Card,Delivered,SportMax
TRX-12247,30/06/2025,RUDI HARTONO,Den,Aksesoris,Laptop Asus,3668313,3,11004939.0,Kartu Kredit,Delivered,PowerCell
TRX-12248,06-07-2025,BUDI SANTOSO,Jekerte,Aksesoriss,Smartwatch,8724708,10,87247080.0,COD,Pending,HomeEssence
TRX-12249,2025/05/31,dewi lestari,Med,Kecantikans,Smartwatch,2098880,5,10494400.0,E-Wallet,Delivered,SportMax
TRX-12250,17/05/2025,MEGA PUTRI,Denpeser,Kecantikan,Kaos Polos,3089316,2,6178632.0,COD,,PowerCell
TRX-12251,18-04-2025,rudi hartono,makassar,Aksesoris,Sepatu Nike,9994840,0,0.0,Kartu Kredit,Canceled,GadgetMart
TRX-12252,08/05/2025,SITI AMINAH,medan,Elektroniks,Laptop Asus,7011848,1,7011848.0,COD,delivered,SportMax
TRX-12253,2025-04-09,AHMAD FAUZI,Sur,rumah tangga,Laptop Asus,172026,1,172026.0,E-Wallet,Delivered,GadgetMart
TRX-12254,2025/04/19,BUDI SANTOSO,Sur,olahraga,Vacuum Cleaner,785053,10,7850530.0,Transfer,Returned,TrendShop
TRX-12255,2025/06/05,dewi lestari,Denpeser,Rumah Tangga,Vacuum Cleaner,8750349,0,0.0,Transfer,Canceled,HomeEssence
TRX-12256,2025/04/05,DEWI LESTARI,Jekerte,Kecantikan,Vacuum Cleaner,1857737,100,93432539.15065937,Transfer,Pending,TrendShop
TRX-12257,2025-06-03,budi santoso,Makassar,Rumah Tangga,Kaos Polos,3081301,15,46219515.0,E-Wallet,Canceled,HomeEssence
TRX-12258,07-07-2025,MEGA PUTRI,Jak,aksesoris,Smartwatch,194454,100,19445400.0,E-Wallet,Delivered,HomeEssence
TRX-12259,21/03/2025,SITI AMINAH,Med,,Laptop Asus,304043,10,3040430.0,Transfer,Pending,GadgetMart
TRX-12260,2025/06/24,ANDI SAPUTRA,Yogyekerte,rumah tangga,Kaos Polos,37914660,3,5687199.0,,Returned,GadgetMart
TRX-12261,25-03-2025,Nanda Pratama,Mekesser,Makanans,Vacuum Cleaner,7955435,2,15910870.0,Transfer,Pending,PowerCell
TRX-12262,28-06-2025,rudi hartono,Bandung,fashion,Powerbank 10K,7371105,3,22113315.0,COD,Canceled,BeautyHub
TRX-12263,2025-04-26,Budi Santoso,Yogyekerte,makanan,Vacuum Cleaner,7199148,1,7199148.0,Ewallet,pending,TechZone
